customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_004117,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,113.13,521.95,Yes
CUST_004118,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,108.54,6289.73,No
CUST_004119,Female,1,No,Yes,17,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,83.03,1414.39,No
CUST_004120,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,73.77,3771.6,No
CUST_004121,Female,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),108.06,2552.15,Yes
CUST_004122,Male,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.24,392.23,Yes
CUST_004123,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.43,5362.83,No
CUST_004124,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),72.04,1207.64,No
CUST_004125,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,76.93,3962.29,No
CUST_004126,Male,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,73.05,205.41,No
CUST_004127,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,117.64,3778.22,No
CUST_004128,Male,0,Yes,No,38,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,80.92,3113.19,No
CUST_004129,Female,1,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,102.57,7335.52,Yes
CUST_004130,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,98.19,809.67,No
CUST_004131,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,92.03,2683.94,No
CUST_004132,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),106.73,1962.15,No
CUST_004133,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.29,1334.81,No
CUST_004134,Female,1,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.99,174.67,Yes
CUST_004135,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,118.42,470.2,Yes
CUST_004136,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),89.64,5155.67,No
CUST_004137,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.67,5116.18,Yes
CUST_004138,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.98,1362.06,Yes
CUST_004139,Male,0,No,No,56,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.85,4238.23,No
CUST_004140,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.34,160.74,Yes
CUST_004141,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.46,3320.73,No
CUST_004142,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.16,5794.65,No
CUST_004143,Female,0,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.33,4601.48,No
CUST_004144,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),104.01,1418.28,No
CUST_004145,Female,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.19,4487.55,Yes
CUST_004146,Female,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.89,1533.98,No
CUST_004147,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.27,5656.49,No
CUST_004148,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.9,922.25,No
CUST_004149,Female,0,No,No,46,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,66.87,3097.42,No
CUST_004150,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),108.14,232.87,Yes
CUST_004151,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.73,2799.44,Yes
CUST_004152,Female,0,No,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.89,2015.49,No
CUST_004153,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,110.62,3336.2,No
CUST_004154,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.59,1356.12,No
CUST_004155,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45.75,3269.16,No
CUST_004156,Female,0,No,Yes,49,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),67.14,3337.73,No
CUST_004157,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.68,258.58,No
CUST_004158,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),102.47,5654.51,No
CUST_004159,Female,0,Yes,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.18,439.09,No
CUST_004160,Male,0,No,No,31,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,91.92,2894.86,No
CUST_004161,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.15,3177.81,No
CUST_004162,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.27,277.02,Yes
CUST_004163,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.58,2465.73,No
CUST_004164,Female,0,No,No,51,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.05,4686.27,No
CUST_004165,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.13,2492.57,Yes
CUST_004166,Male,0,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.6,760.23,Yes
CUST_004167,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,81.02,1337.42,No
CUST_004168,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.78,3190.81,No
CUST_004169,Male,1,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.23,584.7,No
CUST_004170,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.67,2450.53,Yes
CUST_004171,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49.25,143.48,Yes
CUST_004172,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.2,311.29,Yes
CUST_004173,Female,1,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,105.08,4830.72,No
CUST_004174,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,102.01,1086.09,No
CUST_004175,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),105.0,7539.23,No
CUST_004176,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),69.5,1567.41,No
CUST_004177,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.44,1933.08,No
CUST_004178,Male,1,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,78.37,122.58,Yes
CUST_004179,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),109.85,7915.07,No
CUST_004180,Male,0,No,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.21,537.64,No
CUST_004181,Male,1,No,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,88.52,2113.77,No
CUST_004182,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),101.99,1605.26,No
CUST_004183,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.65,1454.28,Yes
CUST_004184,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,104.23,3315.88,Yes
CUST_004185,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,84.01,2858.35,No
CUST_004186,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.45,232.3,Yes
CUST_004187,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.51,1108.97,Yes
CUST_004188,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),89.43,4448.91,No
CUST_004189,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.1,1779.23,Yes
CUST_004190,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,93.27,481.13,Yes
CUST_004191,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.25,566.03,No
CUST_004192,Male,1,Yes,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.43,675.69,No
CUST_004193,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.44,348.12,Yes
CUST_004194,Male,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),93.05,1421.23,No
CUST_004195,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,106.27,2503.63,Yes
CUST_004196,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.6,64.22,Yes
CUST_004197,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,118.6,3399.96,No
CUST_004198,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),112.78,8104.94,No
CUST_004199,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,115.71,8355.52,No
CUST_004200,Male,0,No,No,56,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),66.95,3713.3,No
CUST_004201,Female,1,No,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.31,777.13,Yes
CUST_004202,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.26,58.86,Yes
CUST_004203,Female,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.14,4654.66,No
CUST_004204,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),81.73,36.61,Yes
CUST_004205,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),94.75,664.05,Yes
CUST_004206,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),95.51,2354.36,No
CUST_004207,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),92.06,533.18,Yes
CUST_004208,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),61.81,3508.95,No
CUST_004209,Female,0,Yes,No,48,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.28,2530.2,Yes
CUST_004210,Female,1,Yes,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,85.3,3836.31,Yes
CUST_004211,Male,0,Yes,No,54,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),66.21,3534.18,No
CUST_004212,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,88.64,641.19,No
CUST_004213,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.08,3508.45,Yes
CUST_004214,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,98.52,1380.42,No
CUST_004215,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.73,3137.03,Yes
CUST_004216,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.01,304.64,No
CUST_004217,Female,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.58,3751.58,Yes
CUST_004218,Male,1,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.56,4737.59,No
CUST_004219,Female,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,83.52,78.47,Yes
CUST_004220,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,49.64,169.75,Yes
CUST_004221,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.92,391.1,Yes
CUST_004222,Female,1,Yes,No,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,87.48,1595.67,No
CUST_004223,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.87,444.02,No
CUST_004224,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.76,5060.47,Yes
CUST_004225,Female,1,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,86.21,1674.93,No
CUST_004226,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.37,2398.74,No
CUST_004227,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,82.49,3271.44,Yes
CUST_004228,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,110.44,1507.18,Yes
CUST_004229,Female,1,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,88.37,1127.34,Yes
CUST_004230,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,54.88,2479.86,No
CUST_004231,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.33,3642.47,Yes
CUST_004232,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.53,51.16,No
CUST_004233,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.69,214.27,Yes
CUST_004234,Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,99.23,734.28,Yes
CUST_004235,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.33,496.58,Yes
CUST_004236,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.78,865.1,No
CUST_004237,Female,1,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,74.46,2620.4,No
CUST_004238,Male,0,No,No,56,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,79.05,4424.65,No
CUST_004239,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,96.75,555.57,Yes
CUST_004240,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,85.58,2227.84,Yes
CUST_004241,Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),96.73,1320.36,No
CUST_004242,Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.78,1934.8,No
CUST_004243,Female,0,No,No,31,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.0,2031.89,No
CUST_004244,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,96.62,6843.58,No
CUST_004245,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.07,541.57,Yes
CUST_004246,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.18,157.88,Yes
CUST_004247,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.45,3303.21,No
CUST_004248,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),111.96,1825.22,No
CUST_004249,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),68.07,332.43,Yes
CUST_004250,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,108.73,277.45,Yes
CUST_004251,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.74,2133.22,Yes
CUST_004252,Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.48,1081.86,No
CUST_004253,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.54,2954.52,No
CUST_004254,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.37,647.74,No
CUST_004255,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,97.34,708.87,No
CUST_004256,Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.29,2896.67,Yes
CUST_004257,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,93.67,724.24,No
CUST_004258,Female,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.74,925.26,Yes
CUST_004259,Male,1,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,49.41,1081.0,No
CUST_004260,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,114.09,2170.78,No
CUST_004261,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.2,2048.91,No
CUST_004262,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.54,380.48,No
CUST_004263,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.59,6263.52,Yes
CUST_004264,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.76,4929.55,No
CUST_004265,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),99.06,1148.84,No
CUST_004266,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,87.98,518.09,No
CUST_004267,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),99.91,1024.29,Yes
CUST_004268,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,96.28,1112.43,Yes
CUST_004269,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.54,1797.58,Yes
CUST_004270,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.12,8.58,Yes
CUST_004271,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.45,2716.97,No
CUST_004272,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.07,181.11,Yes
CUST_004273,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.46,561.35,Yes
CUST_004274,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,120.0,364.95,Yes
CUST_004275,Male,0,No,Yes,9,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,71.13,674.51,Yes
CUST_004276,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,108.33,6318.73,No
CUST_004277,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),112.45,3373.07,Yes
CUST_004278,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,109.8,913.89,Yes
CUST_004279,Male,1,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.61,2613.86,No
CUST_004280,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.71,5189.06,Yes
CUST_004281,Female,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),95.04,4219.79,Yes
CUST_004282,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),103.3,6153.55,Yes
CUST_004283,Female,1,No,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.26,677.73,Yes
CUST_004284,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.34,1552.92,No
CUST_004285,Male,1,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),101.91,1401.17,Yes
CUST_004286,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.45,321.18,Yes
CUST_004287,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.76,2882.59,Yes
CUST_004288,Male,1,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.22,2743.82,Yes
CUST_004289,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.37,2816.09,No
CUST_004290,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.2,2782.15,No
CUST_004291,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),50.35,687.84,No
CUST_004292,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.2,1522.06,No
CUST_004293,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),97.9,3239.92,No
CUST_004294,Male,0,No,No,35,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.48,3265.34,No
